"Name","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.model","captioner.prompt","cc_diff.analysis","cc_diff.clip_model","cc_diff.inverse_cca.ktype","cc_diff.inverse_cca.type","cc_diff.method","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","seed","wandb","acc@1","acc@5","acc@N"
"PairedImageSets","finished","-","","","2026-03-30T05:25:34.000Z","101","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/139_hard.yaml","Women wearing matte lipstick","Women wearing glossy lipstick","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T05:23:40.000Z","106","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/138_hard.yaml","Birds with iridescent plumage","Birds with matte plumage","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T05:21:30.000Z","122","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/137_hard.yaml","Lace wedding dresses","Satin wedding dresses","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T05:19:31.000Z","111","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/136_hard.yaml","Bonsai trees shaped in cascade style","Bonsai trees shaped in informal upright style","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T05:17:31.000Z","112","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/135_hard.yaml","Historical films set in Medieval Europe","Historical films set in Ancient Rome","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-30T05:15:32.000Z","112","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/134_hard.yaml","Classic rock bands performing","Alternative rock bands performing","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T05:13:41.000Z","103","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/133_hard.yaml","Dishes from Northern Italian cuisine","Dishes from Southern Italian cuisine","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T05:11:39.000Z","108","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/132_hard.yaml","Female ballet dancers in pointe shoes","Female ballet dancers in ballet slippers","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T05:09:51.000Z","100","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/131_hard.yaml","People preparing macarons","People preparing meringues","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T05:07:47.000Z","116","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/130_hard.yaml","Sculptures from the Renaissance era","Sculptures from the Hellenistic era","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T05:05:41.000Z","118","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/129_hard.yaml","Men in British army uniforms from WWI","Men in British army uniforms from WWII","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T05:03:38.000Z","116","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/128_hard.yaml","Orchestras playing Baroque music","Orchestras playing Classical music","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T05:01:43.000Z","108","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/127_hard.yaml","Classic novels from the 19th century","Modern novels from the 21st century","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:59:42.000Z","114","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/126_hard.yaml","Football players in defensive formation","Football players in offensive formation","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:57:57.000Z","97","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/125_hard.yaml","Merlot wine in a glass","Cabernet Sauvignon wine in a glass","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:56:05.000Z","103","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/124_hard.yaml","Alpine lakes in summer","Alpine lakes in early spring","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:53:50.000Z","128","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/123_hard.yaml","People wearing traditional Korean hanboks","People wearing traditional Japanese kimonos","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:51:55.000Z","107","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/122_hard.yaml","Gardens with Japanese cherry blossoms","Gardens with Japanese maples","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:49:58.000Z","108","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/121_hard.yaml","Cyclists in a time-trial race","Cyclists in a mountain stage race","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:48:11.000Z","100","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/120_hard.yaml","Hand-painted porcelain plates","Hand-painted ceramic plates","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:46:22.000Z","101","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/119_hard.yaml","People playing chess outdoors","People playing checkers outdoors","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:44:33.000Z","101","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/118_hard.yaml","Cupcakes topped with buttercream","Cupcakes topped with fondant","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:42:31.000Z","114","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/117_hard.yaml","Men wearing Rolex watches","Men wearing Omega watches","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:40:44.000Z","100","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/116_hard.yaml","Lush vineyards in spring","Lush vineyards in early autumn","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:38:58.000Z","98","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/115_hard.yaml","Fresh sushi with salmon topping","Fresh sushi with tuna topping","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:37:08.000Z","103","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/114_hard.yaml","People practicing yoga in a mountainous setting","People meditating in a mountainous setting","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:34:47.000Z","134","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/113_hard.yaml","Sunrise over Santorini, Greece","Sunset over Santorini, Greece","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:32:54.000Z","105","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/112_hard.yaml","Bonsai trees in pots","Cacti in pots","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:31:07.000Z","99","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/111_hard.yaml","Vinyl records in a store","CDs in a store","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:29:13.000Z","106","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/110_hard.yaml","Men wearing round glasses","Men wearing square glasses","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:27:23.000Z","102","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/109_hard.yaml","Children reading comic books","Children reading fairy tales","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:25:36.000Z","100","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/108_hard.yaml","Diesel trucks on a highway","Electric trucks on a highway","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:23:38.000Z","111","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/107_hard.yaml","Women wearing ankle boots","Women wearing knee-high boots","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:21:48.000Z","103","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/106_hard.yaml","Passenger planes in the sky","Cargo planes in the sky","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:19:50.000Z","110","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/105_hard.yaml","Men wearing fedoras","Men wearing baseball caps","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:18:06.000Z","96","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/104_hard.yaml","People playing classical violin","People playing fiddle","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:16:22.000Z","96","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/103_hard.yaml","Tennis shoes on a rack","Running shoes on a rack","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:14:34.000Z","100","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/102_hard.yaml","Oak trees in summer","Oak trees in autumn","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T04:12:51.000Z","96","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/101_hard.yaml","Butterflies with spotted wings","Butterflies with striped wings","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0","0","0"
"PairedImageSets","finished","-","","","2026-03-30T04:10:52.000Z","111","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/100_hard.yaml","Men wearing suits","Men wearing tuxedos","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:08:49.000Z","116","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/99_medium.yaml","Classic movies in black and white","Classic movies in Technicolor","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:06:54.000Z","107","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/98_medium.yaml","Wild horses in American plains","Wild zebras in African savannahs","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:05:00.000Z","106","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/97_medium.yaml","Dishes from Thai cuisine","Dishes from Vietnamese cuisine","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:03:08.000Z","105","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/96_medium.yaml","Fruits arranged in a still life setting","Flowers arranged in a still life setting","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-30T04:01:20.000Z","101","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/95_medium.yaml","Seascapes during a storm","Seascapes during a calm day","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-30T03:59:24.000Z","108","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/94_medium.yaml","Cars from the 1960s","Cars from the 1980s","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-30T03:57:41.000Z","95","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/93_medium.yaml","Rivers in tropical rainforests","Rivers in alpine meadows","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-30T03:55:56.000Z","97","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/92_medium.yaml","Candies made from dark chocolate","Candies made from milk chocolate","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-30T03:54:10.000Z","99","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/91_medium.yaml","Abstract oil paintings with warm colors","Abstract oil paintings with cool colors","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-30T03:52:16.000Z","105","","blip","Describe this image in detail.","partial","ViT-bigG-14","gaussian","cca","CCDiffRanker","configs/sweep_visdiffbench_purity1.0_seed0/90_medium.yaml","People dancing tango","People dancing waltz","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0","true","1","1","1"
