"Name","Group A/acc@1","Group A/acc@5","Group A/acc@N","Group B/acc@1","Group B/acc@5","Group B/acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.method","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.clip_model","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb"
"PairedImageSets","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2025-12-28T02:26:53.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/139_hard.yaml","Women wearing matte lipstick","Women wearing glossy lipstick","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","0.5","0.5","0.5","finished","-","","","2025-12-28T02:26:30.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/138_hard.yaml","Birds with iridescent plumage","Birds with matte plumage","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","0.5","0.5","0.5","finished","-","","","2025-12-28T02:26:07.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/137_hard.yaml","Lace wedding dresses","Satin wedding dresses","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0","0.5","0.5","finished","-","","","2025-12-28T02:25:45.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/136_hard.yaml","Bonsai trees shaped in cascade style","Bonsai trees shaped in informal upright style","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0","0.5","0.5","1","1","1","finished","-","","","2025-12-28T02:25:22.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/135_hard.yaml","Historical films set in Medieval Europe","Historical films set in Ancient Rome","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","0.5","0.5","0.5","finished","-","","","2025-12-28T02:24:59.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/134_hard.yaml","Classic rock bands performing","Alternative rock bands performing","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","1","1","1","finished","-","","","2025-12-28T02:24:34.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/133_hard.yaml","Dishes from Northern Italian cuisine","Dishes from Southern Italian cuisine","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","0.5","0.5","0.5","finished","-","","","2025-12-28T02:24:13.000Z","15","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/132_hard.yaml","Female ballet dancers in pointe shoes","Female ballet dancers in ballet slippers","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","0.5","1","1","finished","-","","","2025-12-28T02:23:49.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/131_hard.yaml","People preparing macarons","People preparing meringues","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2025-12-28T02:23:27.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/130_hard.yaml","Sculptures from the Renaissance era","Sculptures from the Hellenistic era","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","1","1","finished","-","","","2025-12-28T02:23:05.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/129_hard.yaml","Men in British army uniforms from WWI","Men in British army uniforms from WWII","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2025-12-28T02:22:41.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/128_hard.yaml","Orchestras playing Baroque music","Orchestras playing Classical music","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","1","1","finished","-","","","2025-12-28T02:22:18.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/127_hard.yaml","Classic novels from the 19th century","Modern novels from the 21st century","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","0","0.5","0.5","finished","-","","","2025-12-28T02:21:57.000Z","15","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/126_hard.yaml","Football players in defensive formation","Football players in offensive formation","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0","0.5","0.5","1","1","1","finished","-","","","2025-12-28T02:21:36.000Z","14","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/125_hard.yaml","Merlot wine in a glass","Cabernet Sauvignon wine in a glass","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","0.5","1","1","finished","-","","","2025-12-28T02:21:13.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/124_hard.yaml","Alpine lakes in summer","Alpine lakes in early spring","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2025-12-28T02:20:50.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/123_hard.yaml","People wearing traditional Korean hanboks","People wearing traditional Japanese kimonos","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","0.5","0.5","0.5","finished","-","","","2025-12-28T02:20:25.000Z","18","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/122_hard.yaml","Gardens with Japanese cherry blossoms","Gardens with Japanese maples","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","1","1","finished","-","","","2025-12-28T02:20:02.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/121_hard.yaml","Cyclists in a time-trial race","Cyclists in a mountain stage race","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0","0.5","0.5","0.5","0.5","0.5","finished","-","","","2025-12-28T02:19:38.000Z","18","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/120_hard.yaml","Hand-painted porcelain plates","Hand-painted ceramic plates","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2025-12-28T02:19:11.000Z","18","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/119_hard.yaml","People playing chess outdoors","People playing checkers outdoors","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2025-12-28T02:18:48.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/118_hard.yaml","Cupcakes topped with buttercream","Cupcakes topped with fondant","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2025-12-28T02:18:26.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/117_hard.yaml","Men wearing Rolex watches","Men wearing Omega watches","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","1","1","1","finished","-","","","2025-12-28T02:18:02.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/116_hard.yaml","Lush vineyards in spring","Lush vineyards in early autumn","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","1","1","1","finished","-","","","2025-12-28T02:17:39.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/115_hard.yaml","Fresh sushi with salmon topping","Fresh sushi with tuna topping","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2025-12-28T02:17:17.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/114_hard.yaml","People practicing yoga in a mountainous setting","People meditating in a mountainous setting","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0","0.5","0.5","0.5","1","1","finished","-","","","2025-12-28T02:16:53.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/113_hard.yaml","Sunrise over Santorini, Greece","Sunset over Santorini, Greece","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","1","1","1","finished","-","","","2025-12-28T02:16:31.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/112_hard.yaml","Bonsai trees in pots","Cacti in pots","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","0.5","1","1","finished","-","","","2025-12-28T02:16:08.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/111_hard.yaml","Vinyl records in a store","CDs in a store","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2025-12-28T02:15:44.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/110_hard.yaml","Men wearing round glasses","Men wearing square glasses","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","0.5","0.5","0.5","finished","-","","","2025-12-28T02:15:20.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/109_hard.yaml","Children reading comic books","Children reading fairy tales","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0","0.5","0.5","finished","-","","","2025-12-28T02:14:49.000Z","25","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/108_hard.yaml","Diesel trucks on a highway","Electric trucks on a highway","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2025-12-28T02:14:24.000Z","18","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/107_hard.yaml","Women wearing ankle boots","Women wearing knee-high boots","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","1","1","1","0.5","0.5","0.5","finished","-","","","2025-12-28T02:14:03.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/106_hard.yaml","Passenger planes in the sky","Cargo planes in the sky","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2025-12-28T02:13:40.000Z","17","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/105_hard.yaml","Men wearing fedoras","Men wearing baseball caps","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","0.5","0.5","1","1","1","finished","-","","","2025-12-28T02:13:17.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/104_hard.yaml","People playing classical violin","People playing fiddle","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","0.5","0.5","0.5","finished","-","","","2025-12-28T02:12:55.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/103_hard.yaml","Tennis shoes on a rack","Running shoes on a rack","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","1","1","1","finished","-","","","2025-12-28T02:12:32.000Z","18","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/102_hard.yaml","Oak trees in summer","Oak trees in autumn","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0","0","0","0.5","0.5","0.5","finished","-","","","2025-12-28T02:12:01.000Z","24","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/101_hard.yaml","Butterflies with spotted wings","Butterflies with striped wings","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
"PairedImageSets","0.5","1","1","0","0.5","0.5","finished","-","","","2025-12-28T02:11:40.000Z","16","","Captioner","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/100_hard.yaml","Men wearing suits","Men wearing tuxedos","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true"
