"Name","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","llm_usage/completion_tokens","llm_usage/prompt_tokens","llm_usage/total_api_calls","llm_usage/total_tokens","time/propose_runtime_minutes","time/propose_runtime_seconds","time/rank_runtime_minutes","time/rank_runtime_seconds","time/total_runtime_minutes","time/total_runtime_seconds"
"PairedImageSets","finished","-","","","2026-03-27T03:35:11.000Z","114","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/19_medium.yaml","People playing electric guitars","People playing acoustic guitars","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","246","3184","3","3430","1.30477641026179","78.2865846157074","0.5218467195828755","31.310803174972538","1.8266316334406536","109.5978980064392"
"PairedImageSets","finished","-","","","2026-03-27T03:33:15.000Z","111","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/18_medium.yaml","Ceramic mugs on a shelf","Glass mugs on a shelf","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","323","3121","3","3444","1.2812410950660706","76.87446570396423","0.5119714498519897","30.718286991119385","1.793223798274994","107.59342789649963"
"PairedImageSets","finished","-","","","2026-03-27T03:31:25.000Z","105","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/17_medium.yaml","Mountain bikes on a trail","Road bikes on a road","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","215","3093","3","3308","1.1618948221206664","69.71368932723999","0.5203785419464111","31.222712516784668","1.6822810888290405","100.93686532974245"
"PairedImageSets","finished","-","","","2026-03-27T03:29:30.000Z","111","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/16_medium.yaml","Steel bridges over a river","Wooden bridges over a river","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","253","3017","3","3270","1.2394484241803487","74.36690545082092","0.521553631623586","31.29321789741516","1.7610095143318176","105.66057085990906"
"PairedImageSets","finished","-","","","2026-03-27T03:27:44.000Z","101","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/15_medium.yaml","Freshwater fish in an aquarium","Saltwater fish in an aquarium","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","238","2967","3","3205","1.0937645196914674","65.62587118148804","0.5229276974995931","31.375661849975582","1.616701070467631","97.00206422805786"
"PairedImageSets","finished","-","","","2026-03-27T03:25:49.000Z","110","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/14_medium.yaml","Leather shoes on display","Canvas shoes on display","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","276","3189","3","3465","1.24477330048879","74.68639802932739","0.5171713868776957","31.030283212661743","1.7619547208150228","105.71728324890135"
"PairedImageSets","finished","-","","","2026-03-27T03:23:58.000Z","107","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/13_medium.yaml","Green apples in a basket","Red apples in a basket","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","275","3079","3","3354","1.213105809688568","72.78634858131409","0.51917538245519","31.1505229473114","1.7322880506515503","103.93728303909302"
"PairedImageSets","finished","-","","","2026-03-27T03:22:03.000Z","110","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/12_medium.yaml","Golden retriever dogs playing","Labrador dogs playing","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","287","3309","3","3596","1.2536795218785604","75.22077131271362","0.5146625598271688","30.879753589630127","1.7683501998583475","106.10101199150084"
"PairedImageSets","finished","-","","","2026-03-27T03:20:19.000Z","99","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/11_medium.yaml","Wooden chairs in a room","Plastic chairs in a room","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","214","2963","3","3177","1.055907154083252","63.35442924499512","0.5171418428421021","31.028510570526123","1.5730560223261516","94.38336133956908"
"PairedImageSets","finished","-","","","2026-03-27T03:18:23.000Z","111","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/10_medium.yaml","SUVs on a road","Sedans on a road","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","255","3282","3","3537","1.287855037053426","77.27130222320557","0.5212873935699462","31.277243614196777","1.8091503779093423","108.54902267456056"
"PairedImageSets","finished","-","","","2026-03-27T03:16:25.000Z","113","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/9_easy.yaml","People skiing on a slope","People snowboarding on a slope","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","344","3248","3","3592","1.2917388677597046","77.50433206558228","0.51959703763326","31.175822257995605","1.8113442301750184","108.6806538105011"
"PairedImageSets","finished","-","","","2026-03-27T03:14:32.000Z","108","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/8_easy.yaml","Tulips in a garden","Roses in a garden","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","311","2967","3","3278","1.2058589180310568","72.3515350818634","0.524626096089681","31.47756576538086","1.7304926633834838","103.82955980300903"
"PairedImageSets","finished","-","","","2026-03-27T03:12:41.000Z","105","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/7_easy.yaml","Boats in a marina","Cars in a parking lot","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","207","3052","3","3259","1.1362928827603658","68.17757296562195","0.5092073678970337","30.55244207382202","1.6455079317092896","98.73047590255736"
"PairedImageSets","finished","-","","","2026-03-27T03:10:55.000Z","101","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/6_easy.yaml","Birds flying in the sky","Airplanes flying in the sky","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","256","2937","3","3193","1.110158642133077","66.60951852798462","0.5203227241834004","31.21936345100403","1.6304885665575664","97.82931399345398"
"PairedImageSets","finished","-","","","2026-03-27T03:08:59.000Z","111","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/5_easy.yaml","Elephants in the savannah","Giraffes in the savannah","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","268","3124","3","3392","1.290172266960144","77.41033601760864","0.5188191175460816","31.129147052764893","1.8089972654978437","108.5398359298706"
"PairedImageSets","finished","-","","","2026-03-27T03:07:06.000Z","107","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/4_easy.yaml","People shopping in a mall","People dining in a restaurant","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","222","3109","3","3331","1.196583644549052","71.79501867294312","0.522841215133667","31.37047290802002","1.719433271884918","103.16599631309508"
"PairedImageSets","finished","-","","","2026-03-27T03:05:19.000Z","102","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/3_easy.yaml","Butterflies on flowers","Bees on flowers","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","256","2823","3","3079","1.1173366467158","67.040198802948","0.5245742917060852","31.474457502365112","1.6419177452723186","98.51506471633913"
"PairedImageSets","finished","-","","","2026-03-27T03:03:26.000Z","108","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/2_easy.yaml","Snow-covered mountains","Desert sand dunes","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","220","3110","3","3330","1.2365858515103658","74.19515109062195","0.5118366956710816","30.710201740264893","1.7484323461850484","104.9059407711029"
"PairedImageSets","finished","-","","","2026-03-27T03:01:32.000Z","109","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/1_easy.yaml","Children playing soccer","Children swimming in a pool","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","215","3146","3","3361","1.1972710569699605","71.83626341819763","0.504506770769755","30.270406246185303","1.7017842253049216","102.10705351829527"
"PairedImageSets","finished","-","","","2026-03-27T02:59:42.000Z","106","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/0_easy.yaml","Dogs playing in a park","Cats playing in a park","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","264","3034","3","3298","1.190209448337555","71.4125669002533","0.5102823456128438","30.61694073677063","1.7004993081092834","102.029958486557"
