"Name","State","Notes","User","Tags","Created","Runtime","Sweep","analysis","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.analysis","inv_diff.clip_model","inv_diff.image_embedding_filepath","inv_diff.image_path_index_filepath","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_embedding_filepath","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","Group A/acc@1","Group A/acc@5","Group A/acc@N","time/load_config_and_data_minutes","time/load_config_and_data_seconds","time/propose_rank_elapsed_time_extract_clip_img_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_img_embeds_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_seconds","time/propose_rank_elapsed_time_inverse_cca_cls0_minutes","time/propose_rank_elapsed_time_inverse_cca_cls0_seconds","time/propose_rank_elapsed_time_inverse_cca_cls1_minutes","time/propose_rank_elapsed_time_inverse_cca_cls1_seconds","time/propose_rank_elapsed_time_standardization_minutes","time/propose_rank_elapsed_time_standardization_seconds","time/total_propose_rank_minutes","time/total_propose_rank_seconds","time/total_runtime_minutes","time/total_runtime_seconds"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:17:43.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/19_medium.yaml","Clear lungs with no acute abnormality","Abnormal widening or contour of the mediastinum","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0","0.5","0.5","0.017291192213694254","1.0374715328216553","7.351239522298177e-7","0.00004410743713378906","0.000146178404490153","0.00877070426940918","3.9736429850260414e-8","0.000002384185791015625","0.00014625787734985353","0.008775472640991211","0.005595990022023519","0.33575940132141113","5.1657358805338543e-8","0.0000030994415283203125","0.000028824806213378908","0.0017294883728027344","0.014196976025899252","0.8518185615539551","0.04246722062428792","2.5480332374572754"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:17:31.000Z","5","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/18_medium.yaml","Clear lungs with no acute abnormality","Pulmonary nodules or lung mass","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.01483850081761678","0.8903100490570068","8.463859558105468e-7","0.00005078315734863281","0.00014745791753133138","0.008847475051879883","4.3710072835286455e-8","0.0000026226043701171875","0.00014752546946207682","0.00885152816772461","0.005654982725779216","0.33929896354675293","5.1657358805338543e-8","0.0000030994415283203125","0.000028586387634277345","0.0017151832580566406","0.013790444533030192","0.8274266719818115","0.03946755329767863","2.3680531978607178"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:17:18.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/17_medium.yaml","Costophrenic angle abnormality without large effusion","Pleural fluid at the lung bases","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","1","1","0.018524332841237383","1.1114599704742432","7.748603820800781e-7","0.00004649162292480469","0.00015006065368652343","0.009003639221191406","3.9736429850260414e-8","0.000002384185791015625","0.00015014012654622396","0.009008407592773438","0.005516330401102702","0.3309798240661621","3.9736429850260414e-8","0.000002384185791015625","0.000029098987579345702","0.0017459392547607422","0.014334583282470705","0.8600749969482422","0.04399271408716838","2.6395628452301025"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:17:05.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/16_medium.yaml","Elevation of hemidiaphragm","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","1","1","0.01559606393178304","0.9357638359069824","7.62939453125e-7","0.0000457763671875","0.00014882087707519532","0.008929252624511719","3.5762786865234374e-8","0.0000021457672119140625","0.00014889240264892578","0.008933544158935547","0.005477448304494222","0.3286468982696533","4.3710072835286455e-8","0.0000026226043701171875","0.000028999646504720057","0.0017399787902832031","0.013754491011301676","0.8252694606781006","0.04023251136144002","2.413950681686402"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:16:53.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/15_medium.yaml","Clear lungs with no acute abnormality","Mediastinal or tracheal shift","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.015451010068257647","0.927060604095459","7.589658101399739e-7","0.00004553794860839844","0.00014815330505371093","0.008889198303222656","3.9736429850260414e-8","0.000002384185791015625","0.00014822880427042644","0.008893728256225586","0.0058452447255452475","0.35071468353271484","5.5631001790364584e-8","0.000003337860107421875","0.00002954403559366862","0.0017726421356201172","0.01419819990793864","0.8518919944763184","0.04067815939585368","2.4406895637512207"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:16:39.000Z","7","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/14_medium.yaml","Reduced lung volume due to atelectasis","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.015495598316192629","0.9297358989715576","7.073084513346354e-7","0.000042438507080078125","0.00014707247416178386","0.008824348449707031","3.5762786865234374e-8","0.0000021457672119140625","0.00014713605244954427","0.008828163146972656","0.005485411485036214","0.32912468910217285","3.178914388020833e-8","0.0000019073486328125","0.00002843936284383138","0.0017063617706298828","0.015089539686838786","0.9053723812103271","0.04176688989003499","2.5060133934020996"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:16:26.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/13_medium.yaml","Clear lungs with no acute abnormality","Upper-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.01537453333536784","0.9224720001220704","7.510185241699219e-7","0.00004506111145019531","0.00014187097549438475","0.008512258529663086","3.178914388020833e-8","0.0000019073486328125","0.00014193852742513022","0.008516311645507812","0.0055233438809712725","0.33140063285827637","4.3710072835286455e-8","0.0000026226043701171875","0.000029098987579345702","0.0017459392547607422","0.01402279535929362","0.8413677215576172","0.04057095845540364","2.4342575073242188"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:16:13.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/12_medium.yaml","Clear lungs with no acute abnormality","Lower-lobe-predominant lung abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0","0.5","0.5","0.014799936612447105","0.8879961967468262","7.311503092447917e-7","0.0000438690185546875","0.00014272530873616536","0.008563518524169922","3.9736429850260414e-8","0.000002384185791015625","0.00014279683430989582","0.00856781005859375","0.005583580334981283","0.33501482009887695","4.3710072835286455e-8","0.0000026226043701171875","0.000028304258982340495","0.0016982555389404297","0.013446609179178871","0.8067965507507324","0.0391274889310201","2.347649335861206"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:16:00.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/11_medium.yaml","Unilateral lung abnormality","Diffuse bilateral lung opacities","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","1","1","0.01816178560256958","1.0897071361541748","8.50359598795573e-7","0.000051021575927734375","0.00014361143112182618","0.00861668586730957","3.5762786865234374e-8","0.0000021457672119140625","0.0001436789830525716","0.008620738983154297","0.005524893601735433","0.331493616104126","5.960464477539064e-8","0.0000035762786865234375","0.000028451283772786457","0.0017070770263671875","0.014175943533579509","0.8505566120147705","0.04344334602355957","2.606600761413574"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:15:45.000Z","8","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/10_medium.yaml","Localized lung opacity","Clear lungs with no acute abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","1","1","1","0.02029434045155843","1.217660427093506","8.026758829752604e-7","0.000048160552978515625","0.00014255444208780924","0.008553266525268555","3.9736429850260414e-8","0.000002384185791015625","0.00014261802037556965","0.00855708122253418","0.005698657035827637","0.3419194221496582","4.76837158203125e-8","0.00000286102294921875","0.000029329458872477213","0.0017597675323486328","0.018635185559590657","1.1181111335754397","0.051638396581014","3.09830379486084"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:15:32.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/9_easy.yaml","Air in the pleural space with absent lung markings","Pleural fluid at the lung bases","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","1","1","1","0.01705665191014608","1.0233991146087646","8.62280527750651e-7","0.00005173683166503906","0.00014534393946329753","0.008720636367797852","3.9736429850260414e-8","0.000002384185791015625","0.00014540354410807292","0.008724212646484375","0.005692601203918457","0.3415560722351074","4.76837158203125e-8","0.00000286102294921875","0.00002857844034830729","0.0017147064208984375","0.014347946643829346","0.8608767986297607","0.04289406140645345","2.573643684387207"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:15:19.000Z","6","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/8_easy.yaml","Diffuse bilateral lung opacities","Localized lung opacity","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","1","1","0.014959108829498292","0.8975465297698975","7.430712381998698e-7","0.00004458427429199219","0.00014482736587524415","0.008689641952514648","4.76837158203125e-8","0.00000286102294921875","0.00014490683873494463","0.00869441032409668","0.0054557204246521","0.327343225479126","3.178914388020833e-8","0.0000019073486328125","0.00002895196278889974","0.0017371177673339844","0.015077781677246094","0.9046669006347656","0.0411592960357666","2.469557762145996"
"MimicCxrImageSets","finished","-","","","2026-03-30T23:15:05.000Z","7","","partial","configs/sweep_mimic_cxr_purity1.0_seed0/7_easy.yaml","Clear lungs with no acute abnormality","Chest wall or rib abnormality","MimicCxrImageSets","1","./data/datasets/mimic_cxr_imagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","data/knowledge_banks/mimic/mimic_image_embeddings.npy","data/knowledge_banks/mimic/mimic_image_path_to_idx.json","gaussian","cca","data/knowledge_banks/mimic/mimic_knowledge_bank_embeddings.npy","data/knowledge_banks/mimic/mimic_knowledge_bank.json","InvDiff","MimicCxrImageSets","0","true","0.5","0.5","0.5","0.017239352067311604","1.0343611240386963","7.430712381998698e-7","0.00004458427429199219","0.00014792680740356446","0.008875608444213867","3.178914388020833e-8","0.0000019073486328125","0.0001479943593343099","0.008879661560058594","0.005449084440867106","0.32694506645202637","3.9736429850260414e-8","0.000002384185791015625","0.000028506914774576825","0.0017104148864746094","0.015460451443990072","0.9276270866394044","0.04386051893234253","2.631631135940552"
