"Name","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","acc@1","acc@5","acc@N","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"PairedImageSets","finished","-","","","2026-03-26T14:57:22.000Z","114","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/21_hard.yaml","Butterflies with spotted wings","Butterflies with striped wings","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0","0.5","0.5","Butterflies resting on a rock in the grass","0.6126499999999999","Images featuring blue-eyed brown butterflies","0.58695","Inclusion of moths in images","0.5711500000000002","Butterflies resting on ground or gravel","0.56555","Multi-colored butterflies (more than two colors)","0.5648500000000001"
"PairedImageSets","finished","-","","","2026-03-26T14:55:10.000Z","127","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/20_hard.yaml","Men wearing suits","Men wearing tuxedos","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","1","1","Distinct suit and tie combinations","0.8839","Man in a grey pinstripe suit","0.8681","Man walking down the street in a suit","0.8676999999999999","Men walking down the street in a suit","0.8622000000000001","Man in a suit and sunglasses","0.8596"
"PairedImageSets","finished","-","","","2026-03-26T14:53:05.000Z","120","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/19_medium.yaml","People playing electric guitars","People playing acoustic guitars","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","Electric guitar playing","0.9425","Electric guitar playing","0.9425","Playing electric guitar","0.9347","Person playing a red electric guitar","0.8619","Playing guitar in a band","0.851"
"PairedImageSets","finished","-","","","2026-03-26T14:50:23.000Z","125","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/18_medium.yaml","Ceramic mugs on a shelf","Glass mugs on a shelf","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","1","1","mugs with blue and purple glazes","0.6891499999999999","mugs with drips on them","0.6734499999999999","Mugs with glazes","0.67115","Ceramic mugs for sale in a shop","0.65055","Ceramic mugs in a shop","0.64035"
"PairedImageSets","finished","-","","","2026-03-26T14:48:26.000Z","112","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/17_medium.yaml","Mountain bikes on a trail","Road bikes on a road","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","Mountain biking","0.9746","Mountain biking","0.9746","Mountain biking scenes","0.974","Outdoor activity in natural settings","0.9706","Trails in the woods","0.9675"
"PairedImageSets","finished","-","","","2026-03-26T14:46:24.000Z","117","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/16_medium.yaml","Steel bridges over a river","Wooden bridges over a river","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","Bridges with steel beams or other industrial elements","0.8757","Industrial or modern bridge designs","0.8738","Bridge construction details such as rivets","0.8672000000000001","ship sails under a bridge","0.8588000000000001","Bridges with larger clear sky area","0.8514999999999999"
"PairedImageSets","finished","-","","","2026-03-26T14:43:38.000Z","109","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/15_medium.yaml","Freshwater fish in an aquarium","Saltwater fish in an aquarium","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0","0.5","0.5","Red Siamese catfish","0.83645","Fish swimming in grass","0.76995","Siamese betta fish swimming in sand","0.63755","Siamese betta fish swimming in sand","0.63755","Siamese fish","0.61375"
"PairedImageSets","finished","-","","","2026-03-26T14:41:36.000Z","117","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/14_medium.yaml","Leather shoes on display","Canvas shoes on display","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","0.5","0.5","Men's shoes in a shop window","0.76495","Presence of cowboy boots","0.7585500000000001","Brown footwear","0.75735","Shoes in glass jars on a wooden table","0.7547499999999999","shoes in glass jars on a wooden table","0.7547499999999999"
"PairedImageSets","finished","-","","","2026-03-26T14:39:37.000Z","114","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/13_medium.yaml","Green apples in a basket","Red apples in a basket","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","Green apples","0.9553","Green apples","0.9553","Green apples","0.9553","Green apples in a wooden basket","0.9531","Bunch of green apples in a wooden basket","0.9494"
"PairedImageSets","finished","-","","","2026-03-26T14:37:24.000Z","127","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/12_medium.yaml","Golden retriever dogs playing","Labrador dogs playing","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","golden retrievers","0.90095","Golden retriever as the main subject","0.89365","Golden retriever dogs playing in the snow","0.84665","Golden retriever with a giraffe stuffed animal","0.8345499999999999","Golden retriever puppies kissing","0.81925"
"PairedImageSets","finished","-","","","2026-03-26T14:35:31.000Z","108","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/11_medium.yaml","Wooden chairs in a room","Plastic chairs in a room","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","0.5","0.5","Wooden furniture pieces","0.9458","Wooden furniture","0.8875","Wooden furniture","0.8875","Traditional design style","0.754","Dining room settings","0.7520000000000001"
"PairedImageSets","finished","-","","","2026-03-26T14:32:51.000Z","126","","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/10_medium.yaml","SUVs on a road","Sedans on a road","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","1","1","SUVs driving or parked off-road","0.9807","SUV vehicles","0.9798","SUVs engaging in off-road activities","0.9778","SUVs interacting with nature","0.9724","SUVs driving through water bodies","0.9635"
