"Name","State","Notes","User","Tags","Created","Runtime","Sweep","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","seed","wandb","acc@1","acc@5","acc@N"
"PairedImageSets","finished","-","","","2026-03-28T17:58:02.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/112_hard.yaml","Bonsai trees in pots","Cacti in pots","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:57:42.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/111_hard.yaml","Vinyl records in a store","CDs in a store","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:57:09.000Z","28","","configs/sweep_visdiffbench_purity1.0_seed0/110_hard.yaml","Men wearing round glasses","Men wearing square glasses","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","0","0"
"PairedImageSets","finished","-","","","2026-03-28T17:56:50.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/109_hard.yaml","Children reading comic books","Children reading fairy tales","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:56:29.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/108_hard.yaml","Diesel trucks on a highway","Electric trucks on a highway","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:56:09.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/107_hard.yaml","Women wearing ankle boots","Women wearing knee-high boots","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:55:39.000Z","24","","configs/sweep_visdiffbench_purity1.0_seed0/106_hard.yaml","Passenger planes in the sky","Cargo planes in the sky","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:55:17.000Z","17","","configs/sweep_visdiffbench_purity1.0_seed0/105_hard.yaml","Men wearing fedoras","Men wearing baseball caps","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:54:45.000Z","26","","configs/sweep_visdiffbench_purity1.0_seed0/104_hard.yaml","People playing classical violin","People playing fiddle","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:54:23.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/103_hard.yaml","Tennis shoes on a rack","Running shoes on a rack","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:53:57.000Z","19","","configs/sweep_visdiffbench_purity1.0_seed0/102_hard.yaml","Oak trees in summer","Oak trees in autumn","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:53:35.000Z","17","","configs/sweep_visdiffbench_purity1.0_seed0/101_hard.yaml","Butterflies with spotted wings","Butterflies with striped wings","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:53:13.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/100_hard.yaml","Men wearing suits","Men wearing tuxedos","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:52:38.000Z","27","","configs/sweep_visdiffbench_purity1.0_seed0/99_medium.yaml","Classic movies in black and white","Classic movies in Technicolor","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:52:17.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/98_medium.yaml","Wild horses in American plains","Wild zebras in African savannahs","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:51:56.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/97_medium.yaml","Dishes from Thai cuisine","Dishes from Vietnamese cuisine","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:51:37.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/96_medium.yaml","Fruits arranged in a still life setting","Flowers arranged in a still life setting","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:51:15.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/95_medium.yaml","Seascapes during a storm","Seascapes during a calm day","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:50:37.000Z","32","","configs/sweep_visdiffbench_purity1.0_seed0/94_medium.yaml","Cars from the 1960s","Cars from the 1980s","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:50:16.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/93_medium.yaml","Rivers in tropical rainforests","Rivers in alpine meadows","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:49:57.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/92_medium.yaml","Candies made from dark chocolate","Candies made from milk chocolate","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:49:31.000Z","21","","configs/sweep_visdiffbench_purity1.0_seed0/91_medium.yaml","Abstract oil paintings with warm colors","Abstract oil paintings with cool colors","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","0","0"
"PairedImageSets","finished","-","","","2026-03-28T17:49:12.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/90_medium.yaml","People dancing tango","People dancing waltz","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:48:50.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/89_medium.yaml","Gothic cathedrals in Europe","Baroque churches in Europe","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:48:29.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/88_medium.yaml","Violinists playing in a quartet","Cellists playing in a quartet","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:48:09.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/87_medium.yaml","Bengal cat in sitting posture","Siamese cat in sitting posture","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:47:47.000Z","16","","configs/sweep_visdiffbench_purity1.0_seed0/86_medium.yaml","Butter on a slice of bread","Jam on a slice of bread","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:47:28.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/85_medium.yaml","Round dinner plates on a table","Square dinner plates on a table","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:47:06.000Z","17","","configs/sweep_visdiffbench_purity1.0_seed0/84_medium.yaml","Stuffed teddy bears on a bed","Stuffed bunny rabbits on a bed","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:46:40.000Z","21","","configs/sweep_visdiffbench_purity1.0_seed0/83_medium.yaml","Shiny metallic cars","Matte finish cars","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:46:18.000Z","17","","configs/sweep_visdiffbench_purity1.0_seed0/82_medium.yaml","Sparrows on a tree","Canaries on a tree","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:45:59.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/81_medium.yaml","Porcelain tea cups on a tray","Glass tea cups on a tray","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:45:42.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/80_medium.yaml","Rubber ducks in a tub","Plastic boats in a tub","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:45:21.000Z","15","","configs/sweep_visdiffbench_purity1.0_seed0/79_medium.yaml","Men wearing leather gloves","Men wearing wool gloves","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:45:01.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/78_medium.yaml","Steel water bottles on a table","Glass water bottles on a table","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:44:36.000Z","20","","configs/sweep_visdiffbench_purity1.0_seed0/77_medium.yaml","People riding racing horses","People riding dressage horses","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","1","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:44:18.000Z","13","","configs/sweep_visdiffbench_purity1.0_seed0/76_medium.yaml","Ginger cats lying down","Tabby cats lying down","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","0.5","0.5"
"PairedImageSets","finished","-","","","2026-03-28T17:44:01.000Z","12","","configs/sweep_visdiffbench_purity1.0_seed0/75_medium.yaml","Mechanical pencils on a desk","Ballpoint pens on a desk","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0.5","1","1"
"PairedImageSets","finished","-","","","2026-03-28T17:43:42.000Z","14","","configs/sweep_visdiffbench_purity1.0_seed0/74_medium.yaml","Shiny silk dresses on mannequins","Matte cotton dresses on mannequins","PairedImageSets","1","./data","false","GPTEvaluator","gpt-4","5","PairedImageSets","VLMProposer","gpt-4o","10","3","20","VLM_PROMPT","random","0","true","0","0.5","0.5"
